video_id,lstm_oof_proba,label
Tgc0H1FxTCs,0.5834063291549683,0.0
O8ByDOFTrJo,0.5870400071144104,1.0
JmaI7OUFE9Y,0.5721733570098877,0.0
n_u7YnBLEe8,0.6486517786979675,0.0
PvOoGgwf3YU,0.6387732625007629,0.0
QeX11aDX9c4,0.6409888863563538,0.0
obB0yvXV-BE,0.6344175338745117,0.0
bsUBqySizT8,0.6120264530181885,1.0
pufR0WugQMg,0.5010409355163574,0.0
ZmTqRETUNCQ,0.6616789698600769,0.0
ywpRCuMw-lw,0.36270758509635925,0.0
uX7jTzh5GWw,0.6262563467025757,1.0
qw949ROgyQM,0.4836185872554779,0.0
WGMR-IvFWlM,0.6196921467781067,0.0
04me1Y64hj0,0.6470829844474792,0.0
aqpJc_eiSuM,0.6109245419502258,1.0
k833hrS7qAs,0.5735712647438049,1.0
bR3CqRt6B-w,0.6115334630012512,0.0
u2ZuHy1h1dw,0.6275891661643982,1.0
ipWXRxjjj9Q,0.653435230255127,0.0
9IOvW_1qNvU,0.6514006853103638,0.0
oCtxwpfHEls,0.553598940372467,0.0
LJk0eIqocuY,0.6332229971885681,0.0
nJpgMT4bQ0g,0.5145541429519653,0.0
SkCdTQwIgTI,0.5554354190826416,0.0
07A6cjrNdc0,0.6329157948493958,0.0
8M7-QcI01yY,0.6644541025161743,0.0
-Pt4U1nsOwE,0.620563805103302,0.0
yndCujkWU9w,0.48800766468048096,0.0
JBRzy8w3t2g,0.6425183415412903,0.0
Fxq9qS1rlZg,0.5944735407829285,0.0
_mp8hstae3Y,0.5986233353614807,0.0
4CAdOte2zfA,0.6438105702400208,1.0
d1-jRWVytzA,0.6343930959701538,0.0
SIrx0qoRO9k,0.4475688338279724,1.0
7n6BQcIVTNc,0.6108369827270508,0.0
p8kDo0lCb0U,0.26801034808158875,0.0
kXd8JO8HqY8,0.6511144042015076,0.0
WB3Jar0dPU0,0.656634509563446,0.0
49QcHrpAy1w,0.6287590861320496,0.0
NXt0pD9aYDk,0.6443847417831421,0.0
IDRo3zdU_Gs,0.5779877305030823,0.0
ooHlQU7NpN0,0.5701419711112976,1.0
HB7kHFL3fL8,0.5835893750190735,0.0
5TssANqdlL8,0.6601523160934448,1.0
Em7z-ENltTs,0.6424092054367065,0.0
u6IY7yxMWC8,0.648220419883728,0.0
wru6DkvceVc,0.5727716088294983,0.0
lzIIC5T2RSE,0.6542438864707947,0.0
1tStsDJnCNw,0.6650112271308899,1.0
ctQzY7e91zA,0.5741696357727051,1.0
jU5ysw_fWnk,0.5147780179977417,0.0
ZeX0SdD1sFQ,0.5726272463798523,0.0
Q-U2c9km9nM,0.6411728262901306,1.0
xpLv8qt3CD4,0.6472310423851013,0.0
iKqfrhofGuM,0.601992666721344,0.0
3urPfk-8l9g,0.6091147065162659,0.0
I9LwnLJ9-q0,0.6556709408760071,1.0
42MzuDFf6oE,0.5729073882102966,0.0
AXlUFEgmrDg,0.6429679989814758,0.0
dgzUlo0yq8I,0.6459271311759949,0.0
8HJX_jTlhIA,0.6560268998146057,0.0
7KN4FphRgpM,0.6477742195129395,0.0
IvSXUJJNBdg,0.6715267300605774,1.0
Fy1wtMPMTdU,0.6392800807952881,1.0
krZCDgsTTdw,0.6231286525726318,0.0
q-UDxkHFGxQ,0.5567853450775146,0.0
5r-JkHx-ry4,0.6284490823745728,0.0
GGZRFZXqPns,0.6556828022003174,0.0
zJNvm0Syq2o,0.4365343749523163,0.0
6znjO6P_hEQ,0.6431218981742859,0.0
7slJJa3WjhQ,0.6137807965278625,0.0
TAFdQsyz2KM,0.6090118288993835,1.0
Gb1FAX4s0OM,0.31762394309043884,0.0
YuK-4r6V0d8,0.33594465255737305,0.0
nyhJqbqQf8E,0.6503929495811462,0.0
CurTULlOZZ4,0.5720279216766357,0.0
14h19duHe-Y,0.6438999176025391,0.0
zoS5RV0M2x4,0.6127871870994568,0.0
Z0m7S3uej4w,0.34757694602012634,1.0
SS4h_Fo2T5M,0.5796409845352173,0.0
U3zc2KayuDU,0.6671562790870667,1.0
Hs6CU5OZB_4,0.6474217772483826,0.0
sVZvWDzBVbA,0.651513934135437,0.0
qelA4Hzrf8s,0.5699918866157532,0.0
PQl6LS5CiDo,0.6038084626197815,1.0
wxpPsybUH-U,0.22539633512496948,0.0
gEwwFHUlQMw,0.5603868365287781,0.0
4G8MT-z3p38,0.5064685940742493,0.0
5TTETZfWUHE,0.6608404517173767,1.0
uMyyVCUab5Q,0.6450279355049133,0.0
_ELXgAMakro,0.163618266582489,0.0
WPUNH_C72Go,0.6516920924186707,0.0
Ltw51upVqPk,0.6470568180084229,0.0
0iJzIglghEE,0.6665276288986206,1.0
9t00xGZYWB0,0.6281561255455017,0.0
O9a9La9VUKI,0.5749070048332214,1.0
inMC82cffYU,0.5843538045883179,0.0
UBO_sKnS3Xg,0.15034326910972595,0.0
r_xevi3rSQI,0.6624956727027893,0.0
o9f5irzKzeQ,0.6416665315628052,0.0
_ZKIYRm1S-k,0.6530168056488037,0.0
dRp0-8qOmAM,0.3985558748245239,1.0
oMteHKRPI24,0.6631729006767273,0.0
U1K7-qsZ95I,0.5579875111579895,1.0
IVIxQc-32EA,0.6048358678817749,0.0
EkPJgZOJSc8,0.5677577257156372,0.0
W09DxeDO7Vk,0.6148415207862854,0.0
KIGw7DTN9Ho,0.5572161078453064,1.0
OcUewUGjagQ,0.5860267877578735,0.0
igO1LNYZ50s,0.5458133220672607,0.0
Q3FAQkOyvYE,0.6538715958595276,0.0
_6VeAg9hVMg,0.6547022461891174,0.0
oQL_b7xFy_g,0.6564750075340271,0.0
