video_id,lgbm_oof_proba,label
Tgc0H1FxTCs,0.017727788989236635,0
l5I__op3SsY,0.01126918129211106,0
O8ByDOFTrJo,0.9709642353587403,1
JmaI7OUFE9Y,0.025784050418827722,0
n_u7YnBLEe8,0.008062659117447746,0
PvOoGgwf3YU,0.06636663907941971,0
QeX11aDX9c4,0.01103183946532372,0
obB0yvXV-BE,0.016916397241554176,0
bsUBqySizT8,0.9238546969344062,1
pufR0WugQMg,0.06247551017473503,0
ZmTqRETUNCQ,0.6987695278494884,0
ywpRCuMw-lw,0.28613719359084155,0
uX7jTzh5GWw,0.9661953903956144,1
WGMR-IvFWlM,0.001460734680461199,0
qw949ROgyQM,0.005511494665657765,0
04me1Y64hj0,0.1066940128257642,0
aqpJc_eiSuM,0.992162634006023,1
k833hrS7qAs,0.8310626927449027,1
bR3CqRt6B-w,0.7387875370267866,0
u2ZuHy1h1dw,0.9433940856383618,1
ipWXRxjjj9Q,0.06658430855772554,0
9IOvW_1qNvU,0.0038078715417773986,0
oCtxwpfHEls,0.001165885417019064,0
LJk0eIqocuY,0.18823914515839021,0
nJpgMT4bQ0g,0.06663219778899053,0
SkCdTQwIgTI,0.6757832751417031,0
07A6cjrNdc0,0.03822751098139704,0
8M7-QcI01yY,0.00100672899692975,0
-Pt4U1nsOwE,0.44308566051696896,0
yndCujkWU9w,0.026511035062606124,0
JBRzy8w3t2g,0.03060504083511152,0
Fxq9qS1rlZg,0.08449581955613276,0
_mp8hstae3Y,0.0005936916200396093,0
4CAdOte2zfA,0.9114438700354285,1
d1-jRWVytzA,0.33602814535309017,0
SIrx0qoRO9k,0.9809859874240934,1
7n6BQcIVTNc,0.03143538247839072,0
p8kDo0lCb0U,0.7301562695045808,0
kXd8JO8HqY8,0.006673614298458431,0
WB3Jar0dPU0,0.004299285235465539,0
49QcHrpAy1w,0.001176903885546689,0
NXt0pD9aYDk,0.04696774166708133,0
PZtfSifPvqM,0.045817251087773125,0
IDRo3zdU_Gs,0.6005791408215307,0
ooHlQU7NpN0,0.9869128176780527,1
HB7kHFL3fL8,0.03957594534326736,0
5TssANqdlL8,0.6639352507150578,1
Em7z-ENltTs,0.003558730661710029,0
u6IY7yxMWC8,0.0035336694955901745,0
wru6DkvceVc,0.026219566373147235,0
lzIIC5T2RSE,0.004970815971207038,0
1tStsDJnCNw,0.9840304116201649,1
ctQzY7e91zA,0.8873372751950976,1
jU5ysw_fWnk,0.0628515791539555,0
ZeX0SdD1sFQ,0.018226452386655274,0
Q-U2c9km9nM,0.9932174613226102,1
xpLv8qt3CD4,0.053368466878630005,0
iKqfrhofGuM,0.6604358614942741,0
3urPfk-8l9g,0.06016755763147239,0
I9LwnLJ9-q0,0.7461037899156758,1
42MzuDFf6oE,0.05889154254911921,0
7R7fBkNG_5s,0.008755477687529257,0
AXlUFEgmrDg,0.0012180046148211256,0
dgzUlo0yq8I,0.0035432295024797125,0
8HJX_jTlhIA,0.029942721197258357,0
7KN4FphRgpM,0.047100869138783474,0
IvSXUJJNBdg,0.04487400799182697,1
Fy1wtMPMTdU,0.9254889028627591,1
krZCDgsTTdw,0.0012330502693330828,0
yngY3455LJ4,0.3661224010559928,0
q-UDxkHFGxQ,0.9070589580941018,0
5r-JkHx-ry4,0.5461307067129251,0
GGZRFZXqPns,0.002401850269944187,0
zJNvm0Syq2o,0.7110304215401498,0
6znjO6P_hEQ,0.045146646569193795,0
7slJJa3WjhQ,0.06651819389982186,0
TAFdQsyz2KM,0.9926540277893017,1
BbLv8sae2_o,0.001368834287334475,0
Gb1FAX4s0OM,0.0017862903193306935,0
YuK-4r6V0d8,0.11484468204448252,0
nyhJqbqQf8E,0.026978536228819527,0
CurTULlOZZ4,0.09110011671684187,0
14h19duHe-Y,0.005532025209064737,0
zoS5RV0M2x4,0.00472537166478126,0
Z0m7S3uej4w,0.9320555777627627,1
SS4h_Fo2T5M,0.07472022758041143,0
U3zc2KayuDU,0.8794350940526149,1
pS4obSXjtlA,0.9407257302112204,1
Hs6CU5OZB_4,0.0013619575811067437,0
sVZvWDzBVbA,0.003078912361015526,0
qelA4Hzrf8s,0.028992201785367547,0
o1xJ9liChck,0.6332056829042625,0
PQl6LS5CiDo,0.8695445053293464,1
wxpPsybUH-U,0.027914057875357216,0
gEwwFHUlQMw,0.014425446469014502,0
4G8MT-z3p38,0.0009419535955076172,0
5TTETZfWUHE,0.7942309448383,1
uMyyVCUab5Q,0.0007295843675534756,0
_ELXgAMakro,0.008469705431828548,0
WPUNH_C72Go,0.001704870138012563,0
Ltw51upVqPk,0.006279095036861395,0
0iJzIglghEE,0.8765805915244351,1
9t00xGZYWB0,0.0028873773426444584,0
O9a9La9VUKI,0.9239377652269529,1
inMC82cffYU,0.0011854002439994932,0
UBO_sKnS3Xg,0.00322062210631972,0
r_xevi3rSQI,0.05021853011448726,0
o9f5irzKzeQ,0.016323235681084697,0
_ZKIYRm1S-k,0.0021196138466677275,0
44VqrCCp5Ys,0.001411480957347646,0
dRp0-8qOmAM,0.9800892004012351,1
oMteHKRPI24,0.011866313435425496,0
U1K7-qsZ95I,0.7318122243722726,1
IVIxQc-32EA,0.0008812372585976021,0
EkPJgZOJSc8,0.012228908492082474,0
W09DxeDO7Vk,0.004416491386478003,0
KIGw7DTN9Ho,0.9838958002541863,1
OcUewUGjagQ,0.011635089705564162,0
igO1LNYZ50s,0.0008802243443953298,0
Q3FAQkOyvYE,0.007602704858371321,0
_6VeAg9hVMg,0.020677026436211506,0
oQL_b7xFy_g,0.0014156347961805712,0
6oKdexMqWo0,0.003360938098064217,0
lsXgZkXRlRY,0.003907557363114572,0
n5WudFj--a4,0.4572793043004894,0
qbutq7FIsm4,0.9670170704628678,1
HisWQVg5WC4,0.46020257578638357,0
qprPJqS9ayY,0.4711927853226516,0
1ru-fmhDnEc,0.041497049924954045,0
otDjaEoNUAc,0.0006347558120077218,0
VC4Fl0XobnU,0.004309879798706787,0
SSxDyyAwFU4,0.042201897212171026,0
6Y_1D_EXiCs,0.07580640795370444,0
UJMDVrYaSw8,0.8253585517363132,1
Kjzh2fcRkZg,0.0012651650759995044,0
_lKxiPGPHXI,0.025352507635182882,0
kP0AZlkxySA,0.013946611768019193,0
xXZwjvCq4W4,0.7778835541333529,0
FO8-wfKt5r8,0.9865367328723132,1
nuoT76iQDCA,0.7437872538280841,0
C5-bM6LSK9M,0.024077375789410795,0
w8TWGA5u6ZA,0.033960638608596695,0
DiZqxJF8Y38,0.6621297664376601,0
JUTRPiU_q6E,0.9818613561036535,1
sClNRANL11I,0.056046991901666315,0
MT9-_IPpY2s,0.23067789449053555,0
9OCJyRTsBjI,0.2951110777895378,0
Uu9ss4vuyKs,0.07796515519663054,0
wzqA6uM4xxY,0.45949693261030283,0
wa2Fod41L1U,0.11890952416048946,0
t8Sn9Rm5uCw,0.046683250209261236,0
0WX4BwI5DZU,0.0552419973049731,0
GvmgIcuAu-4,0.11730225514413692,0
6D3i43S-FaM,0.07067666775259351,0
FZl6_2Ej4cw,0.7286413691796687,1
rtWH2cieEaU,0.35476666417256997,0
FXNRCf6khfk,0.0633021215573783,0
j19FZnuHrDU,0.0535117923464793,0
or1fNDi1NOA,0.0643336832456652,0
DmaFT8RPf-Q,0.07753842995392153,0
54EzS8shBVc,0.0532208689219955,0
-7Kqq1s_jc8,0.06666513323236625,0
QbnVQ2y3vlo,0.06244782915514672,0
d9b9f2T5j-o,0.05521506810311479,0
N18F3yMrwsE,0.6933345408707389,1
3PIh9Kj8MVQ,0.1433108797291762,0
sb5JiZdV7A4,0.4037135102685846,1
Rf3-4dHpfLg,0.09637092847419665,0
tOLdhqpenlY,0.0795997290479194,0
FLL-ktCM0LE,0.06657308379975212,0
Mef7HJewqZQ,0.7048645446242829,1
0TgRQcg-_cI,0.05600414339037019,0
fFRNYKCg3is,0.6078903141153877,1
SKUMC4dTabY,0.08281810334927209,0
oKt_c0LyMOY,0.07046225404749698,0
1F5viyQTfa8,0.1668979883813734,0
2k23RhdxLpE,0.15570074944688303,0
