video_id,lgbm_oof_proba,label
Tgc0H1FxTCs,0.09251310843217761,0
PvOoGgwf3YU,0.09251504384612802,0
ZE7KiUyD-lc,0.30328627020385635,0
pufR0WugQMg,0.13668521100806555,0
hC0Nee7Q5mo,0.30328627020385635,0
QeX11aDX9c4,0.11052593152305508,0
obB0yvXV-BE,0.13668521100806555,0
ASyWF1yB40Q,0.09255479625469393,1
UveSr0RM8Rk,0.25591994989725814,0
O8ByDOFTrJo,0.30328627020385635,1
ZmTqRETUNCQ,0.24667329779302752,0
n_u7YnBLEe8,0.10055569472976912,0
pGcsiGJdEho,0.15834110754749683,1
qw949ROgyQM,0.21725522064969685,0
Sn9hk3bOShw,0.09245389507316425,0
lBlh_EcLpgc,0.09245389507316425,0
QWqEGxxKvhM,0.09235121170840932,0
JmaI7OUFE9Y,0.1240221383297069,0
p_DBV6EVO4g,0.09255479625469393,0
LJk0eIqocuY,0.26035703665363275,0
oCtxwpfHEls,0.12205979192778889,0
bsUBqySizT8,0.18450681493887064,1
ywpRCuMw-lw,0.23585315107961477,0
WGMR-IvFWlM,0.09251504384612802,0
u2ZuHy1h1dw,0.2706653220831267,1
07A6cjrNdc0,0.30328627020385635,0
3P_WEoJd7TA,0.18800307554589302,0
9IOvW_1qNvU,0.11052593152305508,0
uX7jTzh5GWw,0.1896490433191073,1
jJbn-p_RmOM,0.11070445287538097,0
yndCujkWU9w,0.1240221383297069,0
nJpgMT4bQ0g,0.17086782042322463,0
_bWLB41sp6o,0.1024425991766863,0
04me1Y64hj0,0.1262443089989015,0
WB3Jar0dPU0,0.20559489366712858,0
ipWXRxjjj9Q,0.11047940021321934,0
XqzthDoTxoo,0.12205979192778889,0
7n6BQcIVTNc,0.10055569472976912,0
8M7-QcI01yY,0.09243860258879008,0
49QcHrpAy1w,0.30328627020385635,0
d1-jRWVytzA,0.22235032218108858,0
HZ6jM5FWAQk,0.16367024989735265,0
-Pt4U1nsOwE,0.26224359958881593,0
SIrx0qoRO9k,0.2579283269420925,1
kXd8JO8HqY8,0.12604079919232697,0
4CAdOte2zfA,0.25591994989725814,1
Fxq9qS1rlZg,0.14208800828572887,0
p8kDo0lCb0U,0.23530537651697972,0
aqpJc_eiSuM,0.23346556762288553,1
bR3CqRt6B-w,0.2206283327207328,0
JBRzy8w3t2g,0.11775136055467147,0
k833hrS7qAs,0.25591994989725814,1
NXt0pD9aYDk,0.09243860258879008,0
_mp8hstae3Y,0.09245389507316425,0
u6IY7yxMWC8,0.1377285300306793,0
5TssANqdlL8,0.1605957055953151,1
